Tweet,Target 1,Stance 1
World Futures Council man at #fsds15 points out absurdity of cost benefit analysis discounting future lives #sustainability #SemST,The author of this text supports climate change is a real concern,1
@EcoWatch RobertRedford + Pope say time is now. GreenNH3 is ready to roll. We all want machines. What is holdup ? #pollution #SemST,The author of this text supports climate change is a real concern,1
@NZStuffBusiness Time to change the Government! #fracking #C02 #methane #pollution #cancer #health #earthquake #water #leaks #SemST,The author of this text supports climate change is a real concern,1
#Mission:#Climate on the road > Fly less #Tip #EarthRightNow #SemST,The author of this text supports climate change is a real concern,1
"Let's all stop saying people don't ""believe"" in Climate Change. It's not a matter of faith. They don't UNDERSTAND #SemST",The author of this text supports climate change is a real concern,1
Are the voices of younger generations represented at #CSOTA? We have a say in our collective future. #environment #COP21 #SemST,The author of this text supports climate change is a real concern,1
#Follow @SkyMutual US leader in weather #riskmanagement . Helping the world's #economy adapt to climate change. #SemST,The author of this text supports climate change is a real concern,1
Camille Parmesan: 2/3 of species have changed #habitat because of #H12 #CFCC15 #SemST,The author of this text supports climate change is a real concern,1
"Yo if you live in the United States right now, and do not believe in Global Climate Change, you're a fucking idiot. #fact #SemST",The author of this text supports climate change is a real concern,1
Questions about the @LancetGH report?  #asklancet tweet chat happening now! #actonclimate #ClimateHealth #SemST,The author of this text supports climate change is a real concern,1
"Global Warming! Global Warming! Global Warming!  Oh wait, it's summer.  #SemST",The author of this text supports climate change is a real concern,0
The facts are in. It is clear as our numbered days. Climate change is humanity's fault. And we are facing extinction. #SemST,The author of this text supports climate change is a real concern,1
"@LiberalAus - ""All"" you folks #owe me an #official #apology at this point ""absolute"" ([minimum]), re's D #peace #Transparency #SemST",The author of this text supports climate change is a real concern,2
Government trusts you to listen to the narrative but never enough to let you see the proof... #SemST,The author of this text supports climate change is a real concern,2
A lot of damage is being done every day. But we are going to win this. #yrcannes #CannesLions #SemST,The author of this text supports climate change is a real concern,1
The carbon clock is ticking @CarbonBubble #SurplusGas #carbon #gas #SemST,The author of this text supports climate change is a real concern,1
I expected New Zealand's so-called leaders to show leadership. Instead they show weak-minded ignorance. Laggardship. #SemST,The author of this text supports climate change is a real concern,2
#Republican party will go down in history books as party that stood in the way of #gayrights and initiative to reverse #SemST,The author of this text supports climate change is a real concern,2
@Agent350 This is not a fantasy this is negligence collusion with criminal corporations acting with negligence to #Ecocide #SemST,The author of this text supports climate change is a real concern,1
"China, I had plans to work on other things today. Rude. #EUChina #SemST",The author of this text supports climate change is a real concern,2
".@whelan60 ""While this debate goes on, yet more time is wasted."" #thedrum #SemST",The author of this text supports climate change is a real concern,2
Climate change?! Explain the definition of climate change.. #fraud #CCOT #liberty #CruzCrew #SemST,The author of this text supports climate change is a real concern,0
Have never been so outrageously grateful for a slight cool breeze drifting over my body. Is this the future? #nakedtimes #SemST,The author of this text supports climate change is a real concern,1
.@quinn43 Thanks for the follow. Check out CCL for solutions. #solutions #citizensclimatelobby2015 #SemST,The author of this text supports climate change is a real concern,1
"If we want a future for our/Canadian kids we all need to seriously wake the fuck up,No more talk only action #Harper  #SemST",The author of this text supports climate change is a real concern,1
"@rupertmurdoch - feel! I'll bin this one & upload a newer mix in a few days see which version you like better, re's D #peace #SemST",The author of this text supports climate change is a real concern,2
.@CreeClayton wonderful to find you on twitter. Meet @masroora a Canadian working in #SemST,The author of this text supports climate change is a real concern,2
Good luck @solarimpulse for #Flight8. You will do it @andreborschberg ! #solar #solarimpulse #ActOnClimate #SemST,The author of this text supports climate change is a real concern,1
